env_step,episode,ep_len,episodic_return,avg_return_100,q1_loss_ep_mean,q2_loss_ep_mean,actor_loss_ep_mean,alpha_ep_mean,updates_in_episode
29780,58,381,65.0,153.70689655172413,9.60854871328578,9.640145016975916,-15.098738522667272,0.2,381
30248,59,468,80.0,152.45762711864407,9.00798802696264,9.049249970776021,-15.441429553887783,0.2,468
30777,60,529,180.0,152.91666666666666,8.318508649903345,8.46445456068322,-15.854060457875011,0.2,529
31262,61,485,80.0,151.72131147540983,6.3610799724600975,6.529751575331098,-16.243395520239762,0.2,485
31692,62,430,80.0,150.56451612903226,2.7824611679412596,2.936233758510545,-16.52683867742849,0.2,430
32284,63,592,210.0,151.5079365079365,11.449888063670212,11.652797715033632,-16.92085095354029,0.2,592
32621,64,337,90.0,150.546875,10.613254859291835,10.81432262116087,-17.246963614172326,0.2,337
32889,65,268,60.0,149.15384615384616,8.131757966117627,8.206886383802143,-17.44624050339656,0.2,268
33255,66,366,155.0,149.24242424242425,3.5777622601780736,3.602968664870399,-17.619000208182413,0.2,366
34433,67,1178,465.0,153.955223880597,6.837867131750834,7.001573431294519,-18.112530796556197,0.2,1178
34910,68,477,105.0,153.23529411764707,8.796026734685999,8.998468235697386,-18.51752058465026,0.2,477
35290,69,380,105.0,152.53623188405797,3.8323633816289275,3.966231232254129,-18.72655855981927,0.2,380
35884,70,594,380.0,155.78571428571428,12.19224117834259,12.436992761161592,-18.893916239240756,0.2,594
36633,71,749,425.0,159.57746478873239,11.529758122539489,11.71023462189533,-19.08065786730941,0.2,749
37473,72,840,430.0,163.33333333333334,9.195964877147759,9.50253623748819,-19.385983165105184,0.2,840
38087,73,614,180.0,163.56164383561645,9.233087542051212,9.512459845612803,-19.70532400833279,0.2,614
38711,74,624,240.0,164.59459459459458,9.488914039439688,9.59961371973921,-19.96402167662596,0.2,624
39339,75,628,210.0,165.2,7.7158302233619676,7.851054166508898,-20.13224552239582,0.2,628
40094,76,755,205.0,165.72368421052633,11.657279211776146,11.824924540124982,-20.172005980535847,0.2,755
40674,77,580,210.0,166.2987012987013,11.42773930456104,11.694016461639569,-20.425009503857844,0.2,580
41258,78,584,140.0,165.96153846153845,9.723222062986803,9.856105727743204,-20.52229543581401,0.2,584
41575,79,317,30.0,164.2405063291139,3.081110732365482,3.0741011843743387,-20.58012014683865,0.2,317
42106,80,531,120.0,163.6875,8.093471123449323,8.320011655517666,-20.813222461276585,0.2,531
42381,81,275,50.0,162.28395061728395,12.374619500907984,12.392920268177987,-20.72788377935236,0.2,275
43181,82,800,265.0,163.53658536585365,9.441613827962428,9.59259848318994,-21.065161406993866,0.2,800
43656,83,475,135.0,163.19277108433735,3.3239846856970536,3.5514658078394437,-21.139317076833624,0.2,475
44243,84,587,120.0,162.67857142857142,7.660010961393684,7.847695484884349,-21.361561968541835,0.2,587
45399,85,1156,270.0,163.94117647058823,10.778172775033127,10.89240737722149,-21.47922408292038,0.2,1156
46003,86,604,180.0,164.12790697674419,17.71409978801446,17.916439864069027,-21.727371525290785,0.2,604
46476,87,473,75.0,163.10344827586206,8.384961573001446,8.573025843746818,-21.88888659487315,0.2,473
46996,88,520,120.0,162.61363636363637,12.696944207354234,12.954062186869292,-21.939351511001586,0.2,520
47695,89,699,410.0,165.3932584269663,15.69955089590239,15.957226834626328,-22.069321453656592,0.2,699
48088,90,393,120.0,164.88888888888889,12.844666286279226,13.232381226603918,-22.142292284783515,0.2,393
48503,91,415,30.0,163.4065934065934,9.052514715115707,9.251741430414729,-22.138537675788605,0.2,415
48996,92,493,110.0,162.82608695652175,8.130407990355037,8.295471830796036,-22.212193974616802,0.2,493
49647,93,651,210.0,163.33333333333334,10.506818292098844,10.721021934222149,-22.284672284455894,0.20000000000000004,651
50246,94,599,120.0,162.87234042553192,9.56960899319394,9.684352944808731,-22.29256676115058,0.2,599
51051,95,805,250.0,163.78947368421052,10.976781188997423,11.067190144484087,-22.424006423002446,0.2,805
51586,96,535,210.0,164.27083333333334,7.627728475198568,7.759467365251523,-22.457788684880622,0.2,535
52057,97,471,120.0,163.81443298969072,8.115023828552534,8.368553270643178,-22.501942592062008,0.2,471
52679,98,622,125.0,163.41836734693877,9.183350440917291,9.119291159596857,-22.60853525449992,0.2,622
53255,99,576,185.0,163.63636363636363,11.773675999552426,11.877794777560565,-22.670927815967136,0.2,576
53894,100,639,180.0,163.8,6.870404551939599,7.175150565744752,-22.719138194697564,0.2,639
54835,101,941,330.0,165.45,4.3463028331428735,4.464983307466497,-22.838543787519434,0.2,941
55562,102,727,240.0,163.75,4.526693506368745,4.629903241069641,-22.79825796943255,0.2,727
56141,103,579,155.0,163.7,11.410032964432178,11.784783964638883,-22.859496131462137,0.2,579
56618,104,477,105.0,162.65,8.025879278560355,8.362826153354824,-22.927671376514233,0.2,477
56924,105,306,75.0,161.1,10.902848387757937,11.229723883317966,-22.934859986398735,0.2,306
57519,106,595,135.0,158.65,6.947867247787844,7.153233284459395,-23.084637197927268,0.2,595
58102,107,583,140.0,159.75,7.27645396544737,7.372325066227855,-23.13142830470823,0.2,583
58729,108,627,210.0,161.05,7.002592427403543,7.311109730739153,-23.092383033350895,0.2,627
59470,109,741,260.0,161.3,17.961204832160842,18.246525739127325,-23.00475849249424,0.2,741
59957,110,487,105.0,162.05,5.663554831635536,5.800022276214016,-23.034069464681576,0.2,487
60552,111,595,155.0,162.15,9.156109594046569,9.279220282079793,-23.21685751586401,0.2,595
61169,112,617,380.0,165.35,7.439781809162282,7.587444807712224,-23.132182060995984,0.2,617
61799,113,630,210.0,167.1,10.69499204868362,10.849936581935202,-23.211191737462602,0.2,630
62537,114,738,180.0,166.8,12.998714153076898,13.163676218288701,-23.31138708274862,0.19999999999999998,738
63147,115,610,155.0,167.25,20.793172511995817,21.217183466524375,-23.237007062943256,0.2,610
63977,116,830,425.0,171.3,6.177453364844782,6.269516290670418,-23.251705463823065,0.2,830
64615,117,638,210.0,171.55,6.723426795164619,6.950914399190382,-23.348446693539994,0.2,638
65230,118,615,180.0,172.55,14.84029941137244,15.249785929046027,-23.18882405971124,0.2,615
65882,119,652,210.0,172.55,8.72037760460852,8.947788273264294,-23.409736396344893,0.2,652
66515,120,633,180.0,172.25,12.680227654051818,13.107808160602952,-23.380829008081324,0.2,633
66803,121,288,50.0,171.7,7.272090117343598,7.320278296661046,-23.351032124625313,0.2,288
67402,122,599,160.0,172.2,6.956793948286562,7.119536752692845,-23.461323599584514,0.2,599
68209,123,807,330.0,174.15,10.419093446439083,10.697771099235636,-23.661075653492148,0.2,807
68844,124,635,155.0,175.55,6.828632119157183,7.010916077105079,-23.65451965932771,0.2,635
69480,125,636,210.0,176.3,8.704432872949907,8.819775018630162,-23.618193986280907,0.2,636
69975,126,495,110.0,175.7,7.913682506843046,8.000379371281825,-23.857621691925356,0.2,495
70613,127,638,210.0,176.75,7.108124665332065,7.215730177758256,-23.848403356665727,0.2,638
71204,128,591,155.0,177.65,11.028659744462386,11.103001238630105,-23.947937173084963,0.2,591
72298,129,1094,565.0,182.95,8.500648703773454,8.592580966392644,-24.28488784559902,0.2,1094
72897,130,599,135.0,182.75,8.717452644207242,9.020179795552176,-24.22072936298453,0.2,599
73502,131,605,155.0,183.05,9.10497741999705,9.426719112829728,-24.390348122336647,0.2,605
74137,132,635,185.0,183.25,6.8517928967325705,6.9695568316095455,-24.43014450673982,0.2,635
74861,133,724,260.0,184.35,8.413058278680836,8.629011549961172,-24.446687008135886,0.2,724
75478,134,617,185.0,184.65,16.82927347736575,17.29439228869721,-24.573244620374187,0.2,617
76087,135,609,210.0,182.15,7.246830307399894,7.381869874711107,-24.6404183016622,0.2,609
76688,136,601,165.0,183.15,7.097988417561162,7.190512749994059,-24.882687859051238,0.2,601
77334,137,646,210.0,184.8,10.375907336133922,10.660557895045347,-24.83637633781315,0.20000000000000004,646
77970,138,636,210.0,184.8,6.884416891953105,7.057343314419377,-25.034525808298362,0.2,636
78601,139,631,180.0,183.95,10.630915009748728,11.091747765354045,-25.008803988787715,0.2,631
79199,140,598,155.0,180.9,10.589058065693514,10.955517839827266,-25.179232941822065,0.2,598
79834,141,635,210.0,179.3,6.968064521663771,6.887550617578461,-25.22846103277732,0.2,635
80485,142,651,180.0,180.85,10.157074623759808,10.698563668905498,-25.308097971199846,0.20000000000000004,651
81145,143,660,180.0,180.55,13.31429415300037,13.997039612856778,-25.268834897243615,0.2,660
81789,144,644,210.0,181.55,10.248736270882699,10.61983929671671,-25.441089135519466,0.2,644
82892,145,1103,345.0,183.65,10.219625381940295,10.666127492272627,-25.498541194746306,0.2,1103
83607,146,715,250.0,185.1,6.131327284216047,6.329557745773475,-25.58181804843716,0.2,715
84375,147,768,275.0,186.5,11.092350730206817,11.313779637372742,-25.60193867733081,0.20000000000000004,768
85106,148,731,290.0,188.35,9.100347884294925,9.513985906514847,-25.729759912973552,0.2,731
85746,149,640,210.0,188.05,4.690284237824381,4.924901246465742,-25.719209799170493,0.2,640
86368,150,622,180.0,187.5,5.053892692664812,5.320957885102827,-25.80812851945687,0.2,622
86975,151,607,180.0,187.6,8.59847071428079,8.896220531848549,-25.773217095967375,0.2,607
87804,152,829,245.0,188.7,7.269070582237405,7.494931854514363,-25.871702468006976,0.2,829
88542,153,738,260.0,190.7,8.902273302196164,9.311972430081871,-26.17883346268155,0.19999999999999998,738
89036,154,494,105.0,191.05,9.718187236291195,10.104584485232106,-25.999703036628755,0.2,494
89653,155,617,180.0,190.65,6.508550957062642,7.086470027362122,-26.22315325188289,0.2,617
90291,156,638,210.0,191.2,11.476956624082263,12.077554700189623,-26.144747291612774,0.2,638
90899,157,608,155.0,192.3,7.108060133349347,7.274069520399759,-26.30576641308634,0.2,608
91516,158,617,180.0,193.45,6.733896528689169,6.875056487573024,-26.37135462088562,0.2,617
92146,159,630,210.0,194.75,4.711260796823199,4.718069114760747,-26.42772098722912,0.2,630
92741,160,595,135.0,194.3,4.567107249157769,4.656345799139568,-26.306887230752896,0.2,595
93337,161,596,165.0,195.15,4.4375239281646355,4.648923367011867,-26.413420942805757,0.2,596
94055,162,718,465.0,199.0,8.580484536696941,9.03407227295687,-26.541646840512588,0.19999999999999998,718
94701,163,646,180.0,198.7,9.852702872487413,10.225388953883213,-26.64520545640597,0.20000000000000004,646
95366,164,665,180.0,199.6,10.590361930956519,11.549052830611853,-26.4263160447429,0.2,665
96012,165,646,210.0,201.1,6.184947749732449,6.556395412275665,-26.580949653412905,0.20000000000000004,646
96616,166,604,180.0,201.35,4.979678624217084,4.974063818373822,-26.603140464681662,0.2,604
97365,167,749,270.0,199.4,5.586678005267527,5.774262722407546,-26.62036842020236,0.2,749
97969,168,604,165.0,200.0,9.800966433292588,10.268802714219552,-26.675882898419108,0.2,604
98602,169,633,210.0,201.05,8.339469166493153,8.38810023872585,-26.568096811737494,0.2,633
99245,170,643,210.0,199.35,6.5020478020652455,6.505019235388487,-26.872581458202973,0.19999999999999998,643
99735,171,490,105.0,196.15,9.422388784678615,10.212235632599617,-26.70735888189199,0.2,490
