env_step,episode,episodic_return,avg_return_100,epsilon,td_loss
43932,210,50.0,51.3,0.9604612,None
44121,211,110.0,52.25,0.9602911,None
44283,212,0.0,52.15,0.9601453,None
44546,213,90.0,52.85,0.9599086,None
45069,214,410.0,56.95,0.9594379,None
45208,215,5.0,56.7,0.9593128,None
45403,216,45.0,56.65,0.9591373,None
45548,217,0.0,56.15,0.9590068,None
46048,218,385.0,59.5,0.9585568,None
46305,219,130.0,60.5,0.9583254999999999,None
46455,220,50.0,60.95,0.9581905,None
46658,221,105.0,62.0,0.9580078,None
47154,222,135.0,62.8,0.9575614,None
47427,223,50.0,61.95,0.9573157,None
47630,224,30.0,61.85,0.957133,None
47776,225,20.0,61.9,0.9570016,None
47970,226,60.0,62.1,0.956827,None
48160,227,15.0,61.95,0.956656,None
48378,228,55.0,61.65,0.9564598,None
48567,229,35.0,61.75,0.9562897,None
48745,230,70.0,61.85,0.9561295,None
48899,231,50.0,61.45,0.9559909,None
49066,232,35.0,60.9,0.9558406,None
49253,233,40.0,61.25,0.9556723,None
49658,234,155.0,62.45,0.9553078,None
49842,235,75.0,63.05,0.9551422,None
49996,236,60.0,63.45,0.9550036,None
50319,237,75.0,63.35,0.9547129,None
50469,238,45.0,63.55,0.9545779,None
50642,239,65.0,63.8,0.9544222,None
50792,240,20.0,63.9,0.9542872,0.7493836879730225
50953,241,35.0,63.95,0.9541423,None
51054,242,0.0,63.65,0.9540514,None
51230,243,65.0,64.0,0.953893,None
51465,244,120.0,65.2,0.9536815,None
51601,245,15.0,64.9,0.9535591,None
51845,246,90.0,65.5,0.9533395,None
52020,247,115.0,65.55,0.953182,0.0004647322930395603
52309,248,80.0,65.9,0.9529219,None
52480,249,30.0,65.55,0.952768,0.00021145649952813983
52757,250,85.0,66.05,0.9525187,None
52948,251,80.0,66.35,0.9523468,0.00019171979511156678
53406,252,360.0,69.9,0.9519346,None
53590,253,65.0,69.75,0.951769,None
53700,254,5.0,69.05,0.95167,0.5918657183647156
53855,255,50.0,68.9,0.9515305000000001,None
54018,256,15.0,67.7,0.9513838,None
54142,257,30.0,67.5,0.9512722,None
54306,258,65.0,67.6,0.9511246,None
54494,259,65.0,68.1,0.9509554,None
54709,260,45.0,68.55,0.9507619,None
54985,261,30.0,68.8,0.9505135,None
55289,262,155.0,70.3,0.9502399,None
55443,263,5.0,69.6,0.9501013,None
55597,264,20.0,69.3,0.9499627,None
55818,265,35.0,69.15,0.9497638,None
56001,266,85.0,69.75,0.9495991,None
56120,267,0.0,69.55,0.949492,0.00033289214479736984
56251,268,15.0,68.35,0.9493741,None
56423,269,50.0,68.1,0.9492193,None
56515,270,0.0,67.95,0.9491365,None
56672,271,20.0,67.95,0.9489952,0.0003127606469206512
56864,272,0.0,67.85,0.9488224,0.001067635603249073
57009,273,30.0,67.65,0.9486919,None
57152,274,15.0,67.6,0.9485631999999999,0.000159484741743654
57445,275,50.0,67.6,0.9482995,None
57595,276,15.0,67.25,0.9481645,None
57779,277,80.0,67.0,0.9479989,None
57922,278,5.0,66.75,0.9478702,None
58027,279,10.0,66.85,0.9477757,None
58282,280,95.0,67.3,0.9475462,None
58463,281,80.0,67.0,0.9473833,None
58549,282,5.0,66.55,0.9473059,None
58726,283,50.0,66.2,0.9471466,None
59014,284,110.0,67.0,0.9468874,None
59161,285,80.0,67.35,0.9467551,None
59307,286,5.0,61.65,0.9466237,None
59588,287,185.0,63.2,0.9463708,0.0004994376795366406
59771,288,60.0,63.65,0.9462061,None
60017,289,50.0,63.1,0.9459847,None
60207,290,30.0,63.1,0.9458137,None
60375,291,30.0,62.65,0.9456625,None
60617,292,75.0,63.05,0.9454447,None
60765,293,50.0,63.55,0.9453115,None
60994,294,100.0,64.25,0.9451054,None
61180,295,55.0,64.75,0.9449380000000001,0.00024940870935097337
61320,296,5.0,64.3,0.944812,0.000732386892195791
61475,297,80.0,64.5,0.9446725,None
61639,298,30.0,63.75,0.9445249,None
61791,299,25.0,62.95,0.9443881,None
61937,300,30.0,62.95,0.9442567,None
62100,301,15.0,63.0,0.94411,0.2960154414176941
62296,302,30.0,60.1,0.9439336,0.13973160088062286
62454,303,15.0,59.05,0.9437914,None
62634,304,80.0,59.8,0.9436294,None
62798,305,35.0,60.15,0.9434818,None
63005,306,35.0,60.05,0.9432955,None
63160,307,20.0,59.75,0.943156,1.0434656143188477
63403,308,55.0,60.2,0.9429373,None
63694,309,105.0,61.25,0.9426753999999999,None
63932,310,85.0,61.6,0.9424612,0.45256733894348145
64282,311,250.0,63.0,0.9421462,None
64493,312,100.0,64.0,0.9419563,None
64679,313,55.0,63.65,0.9417889,None
64831,314,45.0,60.0,0.9416521,None
64982,315,5.0,60.0,0.9415162,None
65076,316,0.0,59.55,0.9414316,6.234347820281982
65236,317,55.0,60.1,0.9412876,0.0008357693441212177
65397,318,5.0,56.3,0.9411427,None
65574,319,55.0,55.55,0.9409834,None
65768,320,50.0,55.55,0.9408088,0.29547110199928284
65938,321,0.0,54.5,0.9406558,None
66104,322,15.0,53.3,0.9405064,0.8865270614624023
66247,323,5.0,52.85,0.9403777,None
66421,324,30.0,52.85,0.9402211,None
66536,325,0.0,52.65,0.9401176,0.6083411574363708
66727,326,105.0,53.1,0.9399457,None
66992,327,90.0,53.85,0.9397072,0.00042400392703711987
67276,328,50.0,53.8,0.9394515999999999,0.000518473912961781
67687,329,90.0,54.35,0.9390817,None
67839,330,30.0,53.95,0.9389449,None
68112,331,105.0,54.5,0.9386992,0.2956302762031555
68262,332,35.0,54.5,0.9385642,None
68427,333,65.0,54.75,0.9384157,None
68604,334,30.0,53.5,0.9382564,0.0007357321446761489
68752,335,20.0,52.95,0.9381232,0.0008969148038886487
68896,336,30.0,52.65,0.9379936,0.43446996808052063
69043,337,30.0,52.2,0.9378613,None
69190,338,5.0,51.8,0.937729,None
69475,339,30.0,51.45,0.9374725,None
69628,340,30.0,51.55,0.9373348,0.1396743804216385
69781,341,15.0,51.35,0.9371971,None
69985,342,45.0,51.8,0.9370134999999999,None
70180,343,80.0,51.95,0.936838,0.13793843984603882
70535,344,230.0,53.05,0.9365185,None
70783,345,30.0,53.2,0.9362953,None
70979,346,30.0,52.6,0.9361189,None
71129,347,35.0,51.8,0.9359839,None
71308,348,80.0,51.8,0.9358228,0.0004725609614979476
71541,349,105.0,52.55,0.9356131,None
71640,350,0.0,51.7,0.935524,0.001678720349445939
71745,351,5.0,50.95,0.9354295,None
71925,352,15.0,47.5,0.9352675,None
72119,353,20.0,47.05,0.9350929,None
72298,354,20.0,47.2,0.9349318,None
72449,355,30.0,47.0,0.9347959,None
72536,356,0.0,46.85,0.9347176,0.0006458936259150505
72777,357,55.0,47.1,0.9345007,None
72945,358,30.0,46.75,0.9343494999999999,None
73144,359,55.0,46.65,0.9341704,0.0015561485197395086
73296,360,20.0,46.4,0.9340336,1.0628454685211182
73449,361,15.0,46.25,0.9338959,None
73540,362,15.0,44.85,0.933814,0.0006293903570622206
73639,363,0.0,44.8,0.9337249,None
73832,364,15.0,44.75,0.9335512,0.0003014150424860418
73951,365,5.0,44.45,0.9334441,None
74135,366,45.0,44.05,0.9332785,None
74280,367,25.0,44.3,0.933148,0.0006439401186071336
74523,368,45.0,44.6,0.9329293,None
74798,369,60.0,44.7,0.9326818,None
74968,370,15.0,44.85,0.9325288,0.41230958700180054
75055,371,5.0,44.7,0.9324505,None
75168,372,30.0,45.0,0.9323488,0.9224151968955994
75564,373,105.0,45.75,0.9319923999999999,0.9213008880615234
75726,374,60.0,46.2,0.9318466,None
76017,375,120.0,46.9,0.9315847,None
76186,376,10.0,46.85,0.9314325999999999,None
76350,377,70.0,46.75,0.931285,None
76536,378,50.0,47.2,0.9311176,0.12985193729400635
76955,379,220.0,49.3,0.9307405,None
77160,380,75.0,49.1,0.9305559999999999,0.00420084223151207
77300,381,5.0,48.35,0.93043,0.0002061108243651688
77572,382,70.0,49.0,0.9301851999999999,0.12790809571743011
77729,383,35.0,48.85,0.9300439,None
77907,384,60.0,48.35,0.9298837,None
78017,385,30.0,47.85,0.9297847,None
78188,386,60.0,48.4,0.9296308,0.923056423664093
78358,387,30.0,46.85,0.9294778,None
78716,388,140.0,47.65,0.9291556,0.00028281574486754835
78894,389,45.0,47.6,0.9289954,None
79243,390,115.0,48.45,0.9286813,None
79516,391,85.0,49.0,0.9284356,0.0005070749903097749
79673,392,50.0,48.75,0.9282943,None
79826,393,30.0,48.55,0.9281566,None
79990,394,15.0,47.7,0.928009,None
80179,395,5.0,47.2,0.9278389,None
80461,396,80.0,47.95,0.9275850999999999,None
80605,397,55.0,47.7,0.9274555,None
80907,398,90.0,48.3,0.9271836999999999,None
81115,399,15.0,48.2,0.9269965,None
81318,400,80.0,48.7,0.9268138,None
81714,401,110.0,49.65,0.9264574,None
81893,402,55.0,49.9,0.9262963,None
82132,403,125.0,51.0,0.9260812,0.0003325865254737437
82339,404,105.0,51.25,0.9258949,None
82423,405,0.0,50.9,0.9258193,None
82542,406,15.0,50.7,0.9257122,None
82713,407,80.0,51.3,0.9255583000000001,None
82995,408,85.0,51.6,0.9253045,None
83166,409,50.0,51.05,0.9251506,None
83457,410,45.0,50.65,0.9248887,None
83759,411,110.0,49.25,0.9246169,None
83987,412,105.0,49.3,0.9244117,None
84161,413,15.0,48.9,0.9242551,None
84315,414,10.0,48.55,0.9241165,None
84428,415,0.0,48.5,0.9240148,0.0007101137307472527
84512,416,5.0,48.55,0.9239392,0.3605903685092926
84666,417,20.0,48.2,0.9238006,None
84892,418,35.0,48.5,0.9235972,0.0005752785364165902
85050,419,10.0,48.05,0.923455,None
85470,420,145.0,49.0,0.923077,None
85702,421,95.0,49.95,0.9228682,None
85853,422,15.0,49.95,0.9227323000000001,None
86133,423,40.0,50.3,0.9224803,None
86297,424,65.0,50.65,0.9223327,None
86725,425,310.0,53.75,0.9219475,None
86937,426,45.0,53.15,0.9217567,None
87227,427,40.0,52.65,0.9214957,None
87395,428,50.0,52.65,0.9213445,None
87711,429,155.0,53.3,0.9210601,None
87987,430,80.0,53.8,0.9208117,None
88074,431,0.0,52.75,0.9207334,None
88242,432,30.0,52.7,0.9205822,None
88514,433,65.0,52.7,0.9203374,None
88821,434,30.0,52.7,0.9200611,None
88970,435,20.0,52.7,0.919927,None
89161,436,75.0,53.15,0.9197550999999999,None
89487,437,125.0,54.1,0.9194617,None
89639,438,25.0,54.3,0.9193249,None
89792,439,55.0,54.55,0.9191872,0.00024344309349544346
90112,440,150.0,55.75,0.9188992,0.0562983900308609
90287,441,65.0,56.25,0.9187417,None
90444,442,5.0,55.85,0.9186004,0.1793484389781952
90725,443,70.0,55.75,0.9183475,None
91398,444,320.0,56.65,0.9177418,None
91622,445,65.0,57.0,0.9175402,None
91729,446,5.0,56.75,0.9174439,None
92025,447,60.0,57.0,0.9171775,None
92182,448,35.0,56.55,0.9170362,None
92359,449,45.0,55.95,0.9168769,None
92610,450,65.0,56.6,0.916651,None
92700,451,0.0,56.55,0.91657,0.0024516733828932047
92862,452,30.0,56.7,0.9164242,None
93003,453,0.0,56.5,0.9162973,None
93119,454,10.0,56.4,0.9161929,None
93398,455,55.0,56.65,0.9159418,None
93592,456,45.0,57.1,0.9157672,0.0009624515078030527
93750,457,5.0,56.6,0.915625,None
93942,458,30.0,56.6,0.9154522,None
94089,459,15.0,56.2,0.9153199,None
94597,460,210.0,58.1,0.9148627,None
94759,461,50.0,58.45,0.9147168999999999,None
94936,462,50.0,58.8,0.9145576,0.37253978848457336
95091,463,20.0,59.0,0.9144181,None
95252,464,15.0,59.0,0.9142732,0.0016418545274063945
95413,465,15.0,59.1,0.9141283,None
95566,466,25.0,58.9,0.9139906,None
96064,467,140.0,60.05,0.9135424,0.0006268905126489699
96234,468,20.0,59.8,0.9133894,None
96394,469,50.0,59.7,0.9132454,None
96548,470,30.0,59.85,0.9131068,0.780795693397522
96712,471,20.0,60.0,0.9129592,0.0005875115748494864
96895,472,50.0,60.2,0.9127945,None
97089,473,15.0,59.3,0.9126199,None
97231,474,20.0,58.9,0.9124921,None
97372,475,5.0,57.75,0.9123652,0.0005662784678861499
97547,476,55.0,58.2,0.9122077,None
97734,477,85.0,58.35,0.9120394000000001,None
97881,478,5.0,57.9,0.9119071,None
98141,479,45.0,56.15,0.9116731,None
98446,480,210.0,57.5,0.9113986,None
98818,481,95.0,58.4,0.9110638,None
98908,482,0.0,57.7,0.9109828,0.000387193460483104
99062,483,30.0,57.65,0.9108442,None
99349,484,75.0,57.8,0.9105859,None
99506,485,35.0,57.85,0.9104446,None
99662,486,15.0,57.4,0.9103042,None
99851,487,50.0,57.6,0.9101341000000001,None
100088,488,105.0,57.25,0.9099208,0.2558470070362091
100234,489,5.0,56.85,0.9097894,None
100400,490,35.0,56.05,0.90964,1.6799229383468628
100597,491,30.0,55.5,0.9094627,None
100757,492,10.0,55.1,0.9093187,None
100904,493,5.0,54.85,0.9091864000000001,0.5555805563926697
101496,494,235.0,57.05,0.9086536,0.08529073745012283
101882,495,105.0,58.05,0.9083062,None
102061,496,30.0,57.55,0.9081451,None
102360,497,90.0,57.9,0.907876,0.9484124183654785
102514,498,60.0,57.6,0.9077374,None
102625,499,0.0,57.45,0.9076375,None
102775,500,20.0,56.85,0.9075025,None
102945,501,45.0,56.2,0.9073495,None
103145,502,30.0,55.95,0.9071695,None
103555,503,310.0,57.8,0.9068005,None
103768,504,50.0,57.25,0.9066088,0.009339874610304832
104013,505,50.0,57.75,0.9063883,None
104279,506,155.0,59.15,0.9061489,None
104527,507,45.0,58.8,0.9059257000000001,None
104713,508,30.0,58.25,0.9057583,None
104919,509,60.0,58.35,0.9055729,None
105036,510,35.0,58.25,0.9054676,0.5541046857833862
105338,511,110.0,58.25,0.9051958,None
105632,512,115.0,58.35,0.9049312,0.003310837782919407
105822,513,40.0,58.6,0.9047602,None
105932,514,0.0,58.5,0.9046612,0.0011816694168373942
106087,515,5.0,58.55,0.9045217,None
106264,516,20.0,58.7,0.9043624,0.057125575840473175
106451,517,75.0,59.25,0.9041941,None
106620,518,15.0,59.05,0.904042,0.261789470911026
106774,519,50.0,59.45,0.9039034,None
106925,520,5.0,58.05,0.9037675,None
107213,521,80.0,57.9,0.9035083,None
107377,522,5.0,57.8,0.9033607,None
107548,523,50.0,57.9,0.9032068,0.14169399440288544
107837,524,105.0,58.3,0.9029467,None
108331,525,180.0,57.0,0.9025021,None
108486,526,5.0,56.6,0.9023626,None
108685,527,75.0,56.95,0.9021835,None
108781,528,15.0,56.6,0.9020971,None
109055,529,55.0,55.6,0.9018505,None
109209,530,40.0,55.2,0.9017119,None
109363,531,75.0,55.95,0.9015733,None
109514,532,30.0,55.95,0.9014374,None
109700,533,45.0,55.75,0.90127,0.23721928894519806
109937,534,80.0,56.25,0.9010567,None
110323,535,90.0,56.95,0.9007092999999999,None
110526,536,30.0,56.5,0.9005266,None
110747,537,65.0,55.9,0.9003277,None
111062,538,80.0,56.45,0.9000442,None
111179,539,5.0,55.95,0.8999389,None
111354,540,15.0,54.6,0.8997814,None
111487,541,25.0,54.2,0.8996617,None
111625,542,10.0,54.25,0.8995375,None
111801,543,15.0,53.7,0.8993791,None
111962,544,30.0,50.8,0.8992342,None
112107,545,30.0,50.45,0.8991037,None
112245,546,0.0,50.4,0.8989795,None
112402,547,0.0,49.8,0.8988382,None
112570,548,15.0,49.6,0.898687,None
112713,549,5.0,49.2,0.8985583,None
112933,550,30.0,48.85,0.8983603,None
113107,551,45.0,49.3,0.8982037,None
113295,552,30.0,49.3,0.8980345,None
113528,553,105.0,50.35,0.8978248,0.004635920282453299
113671,554,15.0,50.4,0.8976961,None
113912,555,30.0,50.15,0.8974792,0.8392972350120544
114073,556,20.0,49.9,0.8973343,None
114220,557,0.0,49.85,0.897202,0.018065376207232475
114653,558,385.0,53.4,0.8968123,None
114743,559,0.0,53.25,0.8967313,None
114881,560,30.0,51.45,0.8966071,None
115061,561,55.0,51.5,0.8964451,None
115298,562,30.0,51.3,0.8962318,None
115495,563,5.0,51.15,0.8960545,None
115605,564,0.0,51.0,0.8959555,None
115713,565,10.0,50.95,0.8958583,None
115836,566,60.0,51.3,0.8957476,0.37472236156463623
116054,567,105.0,50.95,0.8955514,None
116234,568,10.0,50.85,0.8953894,None
116360,569,0.0,50.35,0.895276,0.29444870352745056
116533,570,35.0,50.4,0.8951203,None
116697,571,55.0,50.75,0.8949727,None
116894,572,15.0,50.4,0.8947954,None
117062,573,50.0,50.75,0.8946442,None
117256,574,30.0,50.85,0.8944696,0.0019150800071656704
117482,575,80.0,51.6,0.8942662,None
117779,576,100.0,52.05,0.8939989,None
117941,577,15.0,51.35,0.8938531,None
118610,578,385.0,55.15,0.893251,None
118796,579,65.0,55.35,0.8930836,0.8907361030578613
119014,580,80.0,54.05,0.8928874,None
119183,581,20.0,53.3,0.8927353,None
119464,582,90.0,54.2,0.8924824,0.023707717657089233
119649,583,20.0,54.1,0.8923159,None
119871,584,15.0,53.5,0.8921161,None
120159,585,65.0,53.8,0.8918569,None
120273,586,0.0,53.65,0.8917543,None
120395,587,15.0,53.3,0.8916445,None
120809,588,200.0,54.25,0.8912719,None
121180,589,90.0,55.1,0.890938,0.5204660892486572
121267,590,0.0,54.75,0.8908597,None
121416,591,5.0,54.5,0.8907256,0.14264144003391266
121614,592,80.0,55.2,0.8905474,None
121961,593,15.0,55.3,0.8902351,None
122113,594,15.0,53.1,0.8900983,None
122355,595,80.0,52.85,0.8898805,None
122549,596,35.0,52.9,0.8897059,None
122740,597,55.0,52.55,0.889534,0.0005405568517744541
122911,598,30.0,52.25,0.8893801,None
123206,599,90.0,53.15,0.8891146,None
123366,600,35.0,53.3,0.8889705999999999,None
123554,601,0.0,52.85,0.8888014,None
123661,602,0.0,52.55,0.8887051,None
123807,603,15.0,49.6,0.8885737,None
124014,604,55.0,49.65,0.8883874,None
124220,605,55.0,49.7,0.888202,0.19431082904338837
124304,606,0.0,48.15,0.8881264,0.7671133875846863
124592,607,125.0,48.95,0.8878672,0.011004894971847534
124758,608,15.0,48.8,0.8877178,None
124839,609,0.0,48.2,0.8876449,None
124989,610,15.0,48.0,0.8875099,None
125273,611,120.0,48.1,0.8872542999999999,None
125421,612,5.0,47.0,0.8871211,None
125741,613,100.0,47.6,0.8868331,None
125941,614,30.0,47.9,0.8866531,None
126139,615,50.0,48.35,0.8864749,None
126653,616,180.0,49.95,0.8860123,None
