env_step,episode,ep_len,episodic_return,avg_return_100,actor_loss_ep_mean,critic_loss_ep_mean,entropy_ep_mean,total_loss_ep_mean,updates_in_episode
9,42,319,45.0,146.07142857142858,,,,,0
10,43,599,180.0,146.86046511627907,-0.003996215760707855,67.77828979492188,1.785794973373413,33.86729049682617,1
10,44,553,165.0,147.27272727272728,,,,,0
10,45,481,105.0,146.33333333333334,,,,,0
10,46,287,40.0,144.02173913043478,,,,,0
10,47,321,65.0,142.3404255319149,,,,,0
11,48,579,175.0,143.02083333333334,-0.05858395993709564,50.52375411987305,1.7810686826705933,25.185482025146484,1
11,49,288,120.0,142.55102040816325,,,,,0
11,50,660,210.0,143.9,,,,,0
11,51,518,310.0,147.15686274509804,,,,,0
12,52,738,175.0,147.69230769230768,0.1488361954689026,55.094486236572266,1.7748894691467285,27.678329467773438,1
12,53,469,110.0,146.9811320754717,,,,,0
12,54,483,150.0,147.03703703703704,,,,,0
13,55,465,50.0,145.27272727272728,0.017115211114287376,54.789817810058594,1.7626447677612305,27.394397735595703,1
13,56,477,135.0,145.08928571428572,,,,,0
13,57,640,155.0,145.26315789473685,,,,,0
13,58,285,45.0,143.5344827586207,,,,,0
14,59,641,225.0,144.91525423728814,-0.03994249179959297,85.51384735107422,1.7420598268508911,42.69955825805664,1
14,60,528,180.0,145.5,,,,,0
14,61,488,150.0,145.5737704918033,,,,,0
14,62,443,45.0,143.9516129032258,,,,,0
14,63,478,110.0,143.4126984126984,,,,,0
15,64,574,135.0,143.28125,0.04778367653489113,31.898759841918945,1.7128450870513916,15.980035781860352,1
15,65,651,180.0,143.84615384615384,,,,,0
15,66,582,120.0,143.4848484848485,,,,,0
16,67,708,245.0,145.0,-0.07721215486526489,60.384613037109375,1.6656551361083984,30.098438262939453,1
16,68,614,180.0,145.51470588235293,,,,,0
16,69,802,265.0,147.2463768115942,,,,,0
17,70,567,135.0,147.07142857142858,0.09808386862277985,71.13773345947266,1.6100904941558838,35.650848388671875,1
17,71,628,180.0,147.53521126760563,,,,,0
17,72,516,120.0,147.15277777777777,,,,,0
17,73,296,30.0,145.54794520547946,,,,,0
18,74,613,180.0,146.01351351351352,-0.009831704199314117,51.536277770996094,1.5128228664398193,25.74317741394043,1
18,75,593,155.0,146.13333333333333,,,,,0
18,76,589,135.0,145.98684210526315,,,,,0
18,77,297,75.0,145.06493506493507,,,,,0
19,78,686,240.0,146.28205128205127,0.2192595899105072,28.273311614990234,1.4149112701416016,14.341766357421875,1
19,79,629,180.0,146.70886075949366,,,,,0
20,80,1186,500.0,151.125,0.014606842771172523,104.2153549194336,1.285484790802002,52.10942840576172,1
20,81,584,105.0,150.55555555555554,,,,,0
20,82,605,180.0,150.91463414634146,,,,,0
21,83,735,285.0,152.53012048192772,0.09537513554096222,49.89190673828125,1.0441782474517822,25.030885696411133,1
21,84,627,180.0,152.85714285714286,,,,,0
21,85,658,170.0,153.05882352941177,,,,,0
22,86,761,290.0,154.65116279069767,-0.15315788984298706,75.58439636230469,0.7935374975204468,37.631107330322266,1
22,87,635,210.0,155.28735632183907,,,,,0
22,88,990,285.0,156.76136363636363,,,,,0
23,89,607,155.0,156.74157303370785,-0.005171585828065872,59.97010803222656,0.5538204908370972,29.97434425354004,1
23,90,664,180.0,157.0,,,,,0
23,91,617,180.0,157.25274725274724,,,,,0
24,92,621,180.0,157.5,-0.03900779411196709,76.76062774658203,0.27704867720603943,38.33853530883789,1
24,93,665,180.0,157.74193548387098,,,,,0
24,94,821,315.0,159.41489361702128,,,,,0
25,95,738,240.0,160.26315789473685,-0.27712249755859375,123.69102478027344,0.15775027871131897,61.566810607910156,1
25,96,726,285.0,161.5625,,,,,0
25,97,726,285.0,162.83505154639175,,,,,0
26,98,726,285.0,164.08163265306123,0.04099325090646744,110.27757263183594,0.07307502627372742,55.179046630859375,1
26,99,726,285.0,165.3030303030303,,,,,0
26,100,726,260.0,166.25,,,,,0
27,101,756,270.0,167.4,-0.06623135507106781,122.43043518066406,0.03638771176338196,61.148624420166016,1
27,102,726,285.0,166.75,,,,,0
28,103,726,285.0,167.8,-0.08954231441020966,88.76800537109375,0.018767133355140686,44.294273376464844,1
28,104,726,285.0,168.9,,,,,0
28,105,738,240.0,170.95,,,,,0
29,106,726,285.0,173.3,0.21523481607437134,95.98454284667969,0.01157524436712265,48.207393646240234,1
29,107,726,285.0,174.8,,,,,0
29,108,726,285.0,172.05,,,,,0
30,109,726,285.0,172.8,0.05249809846282005,86.3739013671875,0.008135644719004631,43.2393684387207,1
30,110,726,285.0,174.55,,,,,0
30,111,726,285.0,174.25,,,,,0
31,112,726,285.0,176.55,0.024879880249500275,101.84716796875,0.0063265236094594,50.94839859008789,1
31,113,726,285.0,176.05,,,,,0
31,114,726,285.0,176.95,,,,,0
32,115,726,285.0,179.1,0.004367738962173462,118.54399108886719,0.006215812172740698,59.276302337646484,1
32,116,726,285.0,181.5,,,,,0
32,117,726,285.0,184.15,,,,,0
33,118,726,285.0,185.45,0.088826023042202,92.35568237304688,0.005858015269041061,46.26660919189453,1
33,119,726,285.0,187.25,,,,,0
34,120,726,285.0,188.0,0.17585590481758118,56.3375129699707,0.006471711210906506,28.344547271728516,1
34,121,726,285.0,189.65,,,,,0
34,122,726,285.0,190.8,,,,,0
35,123,726,285.0,192.65,-0.18684159219264984,127.9852294921875,0.008436099626123905,63.80569076538086,1
35,124,726,285.0,192.4,,,,,0
35,125,726,285.0,193.7,,,,,0
36,126,726,285.0,195.1,0.0800049901008606,100.94308471679688,0.012364581227302551,50.55142593383789,1
36,127,735,265.0,196.65,,,,,0
36,128,731,260.0,198.8,,,,,0
37,129,725,260.0,201.05,0.22876492142677307,83.82184600830078,0.01689019799232483,42.13951873779297,1
37,130,735,265.0,201.55,,,,,0
37,131,726,285.0,203.05,,,,,0
38,132,643,210.0,204.4,-0.0710294097661972,113.36972045898438,0.024120479822158813,56.613590240478516,1
38,133,726,285.0,207.15,,,,,0
38,134,726,285.0,209.65,,,,,0
39,135,726,285.0,211.2,-0.012911710888147354,108.93707275390625,0.0352381095290184,54.45527267456055,1
39,136,726,285.0,213.0,,,,,0
40,137,726,285.0,214.0,-0.026837212964892387,92.82511138916016,0.05393308773636818,46.38518142700195,1
40,138,726,285.0,214.75,,,,,0
40,139,816,315.0,215.95,,,,,0
41,140,726,285.0,218.0,0.018448732793331146,63.78902053833008,0.08173573017120361,31.912139892578125,1
41,141,665,180.0,219.2,,,,,0
41,142,1055,520.0,223.95,,,,,0
42,143,643,210.0,224.25,0.03382052108645439,110.34672546386719,0.11999722570180893,55.20598220825195,1
42,144,821,310.0,225.7,,,,,0
43,145,735,265.0,227.3,-0.05779113620519638,98.33335876464844,0.10067954659461975,49.107879638671875,1
43,146,726,285.0,229.75,,,,,0
43,147,747,295.0,232.05,,,,,0
44,148,745,260.0,232.9,0.053880780935287476,72.82585144042969,0.09669975191354752,36.465843200683594,1
44,149,622,210.0,233.8,,,,,0
44,150,726,285.0,234.55,,,,,0
45,151,632,210.0,233.55,0.0023955106735229492,95.96572875976562,0.09320639073848724,47.98432922363281,1
45,152,726,285.0,234.65,,,,,0
45,153,726,285.0,236.4,,,,,0
46,154,726,285.0,237.75,-0.20004965364933014,83.78520202636719,0.08477132022380829,41.69170379638672,1
46,155,726,285.0,240.1,,,,,0
46,156,628,210.0,240.85,,,,,0
47,157,726,285.0,242.15,-0.01914428174495697,103.39476013183594,0.08420130610466003,51.677391052246094,1
47,158,726,285.0,244.55,,,,,0
47,159,734,285.0,245.15,,,,,0
48,160,738,240.0,245.75,-0.06662318110466003,102.79685974121094,0.0651620551943779,51.331153869628906,1
48,161,726,285.0,247.1,,,,,0
48,162,726,285.0,249.5,,,,,0
49,163,726,285.0,251.25,0.054825976490974426,106.55423736572266,0.0646582543849945,53.331298828125,1
49,164,726,285.0,252.75,,,,,0
50,165,726,285.0,253.8,-0.041528843343257904,64.15982055664062,0.049359921365976334,32.03788757324219,1
50,166,726,285.0,255.45,,,,,0
50,167,726,285.0,255.85,,,,,0
51,168,726,285.0,256.9,-0.22632776200771332,86.16173553466797,0.03693166375160217,42.85417175292969,1
51,169,726,285.0,257.1,,,,,0
51,170,726,285.0,258.6,,,,,0
52,171,726,285.0,259.65,0.27215880155563354,77.522705078125,0.02915632352232933,39.03322219848633,1
52,172,726,285.0,261.3,,,,,0
52,173,726,285.0,263.85,,,,,0
53,174,726,285.0,264.9,-0.04815597087144852,93.69148254394531,0.0262940414249897,46.79732131958008,1
53,175,726,285.0,266.2,,,,,0
53,176,726,285.0,267.7,,,,,0
54,177,726,285.0,269.8,-0.04091579467058182,84.07777404785156,0.02617543935775757,41.99770736694336,1
54,178,726,285.0,270.25,,,,,0
54,179,738,240.0,270.85,,,,,0
55,180,738,240.0,268.25,-0.08720973134040833,105.23638916015625,0.02411656081676483,52.53074264526367,1
55,181,726,285.0,270.05,,,,,0
56,182,726,285.0,271.1,0.11651460826396942,87.1556396484375,0.024300605058670044,43.694091796875,1
56,183,726,285.0,271.1,,,,,0
56,184,726,285.0,272.15,,,,,0
57,185,726,285.0,273.3,-0.07038035988807678,105.57837677001953,0.026719344779849052,52.71854019165039,1
57,186,726,285.0,273.25,,,,,0
57,187,726,285.0,274.0,,,,,0
58,188,726,285.0,274.0,-0.16710057854652405,104.85944366455078,0.030447810888290405,52.2623176574707,1
58,189,726,285.0,275.3,,,,,0
58,190,726,285.0,276.35,,,,,0
59,191,726,285.0,277.4,-0.04900449514389038,107.9770736694336,0.043827302753925323,53.93909454345703,1
59,192,726,285.0,278.45,,,,,0
59,193,726,285.0,279.5,,,,,0
60,194,726,285.0,279.2,-0.2192906141281128,86.87520599365234,0.04947558045387268,43.21781539916992,1
60,195,726,285.0,279.65,,,,,0
61,196,726,285.0,279.65,0.13103309273719788,90.33203125,0.046238966286182404,45.29658889770508,1
61,197,726,285.0,279.65,,,,,0
61,198,726,285.0,279.65,,,,,0
62,199,726,285.0,279.65,0.2716330289840698,90.09518432617188,0.058911558240652084,45.31863784790039,1
62,200,665,180.0,278.85,,,,,0
62,201,726,285.0,279.0,,,,,0
63,202,726,285.0,279.0,0.0061486586928367615,70.74021911621094,0.07587339729070663,35.3754997253418,1
63,203,726,285.0,279.0,,,,,0
63,204,726,285.0,279.0,,,,,0
64,205,726,285.0,279.45,0.01628812402486801,90.1723403930664,0.06571543216705322,45.101802825927734,1
64,206,726,285.0,279.45,,,,,0
64,207,726,285.0,279.45,,,,,0
65,208,726,285.0,279.45,-0.11116913706064224,89.53318786621094,0.07514236867427826,44.6546745300293,1
65,209,726,285.0,279.45,,,,,0
65,210,726,285.0,279.45,,,,,0
66,211,726,285.0,279.45,-0.08111539483070374,75.49516296386719,0.11376117914915085,37.66532897949219,1
66,212,729,260.0,279.2,,,,,0
66,213,649,410.0,280.45,,,,,0
67,214,726,285.0,280.45,-0.16579386591911316,337.740966796875,0.12465830147266388,168.7034454345703,1
67,215,726,285.0,280.45,,,,,0
68,216,726,285.0,280.45,0.015506446361541748,92.01762390136719,0.12199509143829346,46.02309799194336,1
68,217,726,285.0,280.45,,,,,0
68,218,734,260.0,280.2,,,,,0
69,219,735,265.0,280.0,-0.08714276552200317,89.77987670898438,0.11314848810434341,44.80166244506836,1
69,220,726,285.0,280.0,,,,,0
69,221,665,180.0,278.95,,,,,0
70,222,726,285.0,278.95,-0.059655532240867615,97.56385040283203,0.09788630902767181,48.721290588378906,1
70,223,827,490.0,281.0,,,,,0
70,224,726,285.0,281.0,,,,,0
71,225,643,210.0,280.25,0.04310237616300583,110.86946868896484,0.06741730123758316,55.4771614074707,1
71,226,726,285.0,280.25,,,,,0
71,227,726,285.0,280.45,,,,,0
72,228,726,285.0,280.7,0.03272852301597595,101.37876892089844,0.08774782717227936,50.72123718261719,1
72,229,726,285.0,280.95,,,,,0
72,230,726,285.0,281.15,,,,,0
73,231,643,210.0,280.4,-0.1434776932001114,82.2226333618164,0.07620038092136383,40.96707534790039,1
73,232,726,285.0,281.15,,,,,0
74,233,726,285.0,281.15,-0.07130709290504456,84.020751953125,0.0777922123670578,41.938289642333984,1
74,234,643,210.0,280.4,,,,,0
74,235,726,285.0,280.4,,,,,0
75,236,726,285.0,280.4,0.2907938063144684,83.65072631835938,0.05943548306822777,42.115562438964844,1
75,237,726,285.0,280.4,,,,,0
75,238,726,285.0,280.4,,,,,0
76,239,726,285.0,280.1,0.14163821935653687,88.83415222167969,0.05496221035718918,44.55816650390625,1
76,240,726,285.0,280.1,,,,,0
76,241,726,285.0,281.15,,,,,0
77,242,643,210.0,278.05,-0.31761297583580017,70.16580963134766,0.052966926246881485,34.76476287841797,1
77,243,726,285.0,278.8,,,,,0
77,244,726,285.0,278.55,,,,,0
78,245,726,285.0,278.75,0.013380952179431915,76.58076477050781,0.053337424993515015,38.30323028564453,1
78,246,726,285.0,278.75,,,,,0
78,247,734,260.0,278.4,,,,,0
79,248,726,285.0,278.65,-0.032698534429073334,79.22383117675781,0.06073535606265068,39.578609466552734,1
79,249,726,285.0,279.4,,,,,0
79,250,726,285.0,279.4,,,,,0
80,251,726,285.0,280.15,0.09744881093502045,75.41593933105469,0.059008192270994186,37.80482864379883,1
80,252,726,285.0,280.15,,,,,0
81,253,726,285.0,280.15,0.16601043939590454,61.9177131652832,0.07461485266685486,31.124120712280273,1
81,254,726,285.0,280.15,,,,,0
81,255,726,285.0,280.15,,,,,0
82,256,743,240.0,280.45,-0.0042076557874679565,79.39413452148438,0.09092579782009125,39.691951751708984,1
82,257,726,285.0,280.45,,,,,0
82,258,726,285.0,280.45,,,,,0
83,259,726,285.0,280.45,-0.06642866879701614,59.28303527832031,0.08719711005687714,29.574216842651367,1
83,260,726,285.0,280.9,,,,,0
83,261,726,285.0,280.9,,,,,0
84,262,726,285.0,280.9,-0.03858570009469986,40.50444793701172,0.0933440774679184,20.212705612182617,1
84,263,726,285.0,280.9,,,,,0
84,264,738,240.0,280.45,,,,,0
85,265,726,285.0,280.45,-0.1716294139623642,63.205169677734375,0.09785214066505432,31.429977416992188,1
85,266,726,285.0,280.45,,,,,0
85,267,665,180.0,279.4,,,,,0
86,268,726,285.0,279.4,0.12733161449432373,66.24837493896484,0.08443047851324081,33.250675201416016,1
86,269,726,285.0,279.4,,,,,0
87,270,726,285.0,279.4,-0.03638947382569313,30.203977584838867,0.1161009669303894,15.064438819885254,1
87,271,726,285.0,279.4,,,,,0
87,272,726,285.0,279.4,,,,,0
88,273,726,285.0,279.4,0.10967279970645905,57.65326690673828,0.10985728353261948,28.93520736694336,1
88,274,726,285.0,279.4,,,,,0
88,275,726,285.0,279.4,,,,,0
89,276,755,280.0,279.35,0.14395573735237122,79.10475158691406,0.08810712397098541,39.69544982910156,1
89,277,753,240.0,278.9,,,,,0
89,278,726,285.0,278.9,,,,,0
90,279,726,285.0,279.35,0.28734642267227173,69.09742736816406,0.06736892461776733,34.835384368896484,1
90,280,726,285.0,279.8,,,,,0
90,281,726,285.0,279.8,,,,,0
91,282,726,285.0,279.8,-0.03230573236942291,51.051998138427734,0.1252104640007019,25.492441177368164,1
91,283,726,285.0,279.8,,,,,0
92,284,660,180.0,278.75,-0.09999645501375198,39.121788024902344,0.10074087977409363,19.459890365600586,1
92,285,665,180.0,277.7,,,,,0
92,286,731,285.0,277.7,,,,,0
93,287,726,285.0,277.7,0.1303539276123047,46.6667366027832,0.11855343729257584,23.462535858154297,1
93,288,726,285.0,277.7,,,,,0
93,289,827,490.0,279.75,,,,,0
94,290,611,410.0,281.0,0.09959878027439117,75.70844268798828,0.10361354053020477,37.952781677246094,1
94,291,726,285.0,281.0,,,,,0
94,292,644,210.0,280.25,,,,,0
95,293,738,240.0,279.8,0.12376819550991058,82.67976379394531,0.10030345618724823,41.462646484375,1
95,294,726,285.0,279.8,,,,,0
95,295,726,285.0,279.8,,,,,0
96,296,726,285.0,279.8,-0.01382509246468544,80.62606048583984,0.12775805592536926,40.29792785644531,1
96,297,726,285.0,279.8,,,,,0
96,298,726,285.0,279.8,,,,,0
97,299,643,210.0,279.05,0.07845674455165863,75.32009887695312,0.13554899394512177,37.737152099609375,1
97,300,1034,555.0,282.8,,,,,0
98,301,726,285.0,282.8,0.2198755443096161,104.50570678710938,0.22512149810791016,52.47047805786133,1
98,302,733,240.0,282.35,,,,,0
98,303,733,240.0,281.9,,,,,0
99,304,726,285.0,281.9,0.0797601267695427,45.82313537597656,0.14442692697048187,22.989883422851562,1
99,305,726,285.0,281.9,,,,,0
99,306,726,285.0,281.9,,,,,0
100,307,726,285.0,281.9,0.16790708899497986,34.444435119628906,0.09320856630802155,17.389192581176758,1
100,308,726,285.0,281.9,,,,,0
100,309,726,285.0,281.9,,,,,0
101,310,726,285.0,281.9,-0.08232244104146957,52.41691589355469,0.11106307804584503,26.125024795532227,1
101,311,726,285.0,281.9,,,,,0
101,312,726,285.0,282.15,,,,,0
102,313,726,285.0,280.9,0.053245268762111664,55.64969253540039,0.11641716957092285,27.876928329467773,1
102,314,726,285.0,280.9,,,,,0
103,315,665,180.0,279.85,-0.03510110825300217,35.53688049316406,0.13440075516700745,17.73199462890625,1
103,316,726,285.0,279.85,,,,,0
103,317,726,285.0,279.85,,,,,0
104,318,640,210.0,279.35,-0.10813858360052109,49.99760437011719,0.10511220991611481,24.889612197875977,1
104,319,726,285.0,279.55,,,,,0
104,320,726,285.0,279.55,,,,,0
105,321,726,285.0,280.6,0.017078116536140442,56.26092529296875,0.08877166360616684,28.14665412902832,1
105,322,726,285.0,280.6,,,,,0
105,323,726,285.0,278.55,,,,,0
106,324,726,285.0,278.55,-0.10892939567565918,92.61914825439453,0.060389675199985504,46.200042724609375,1
106,325,733,240.0,278.85,,,,,0
106,326,726,285.0,278.85,,,,,0
107,327,726,285.0,278.85,-0.08050023019313812,67.19096374511719,0.07660321891307831,33.51421356201172,1
107,328,726,285.0,278.85,,,,,0
107,329,726,285.0,278.85,,,,,0
108,330,726,285.0,278.85,-0.03491274267435074,76.12153625488281,0.05616588145494461,38.02529525756836,1
108,331,738,240.0,279.15,,,,,0
109,332,726,285.0,279.15,-0.18366685509681702,55.38519287109375,0.0883709192276001,27.508047103881836,1
109,333,726,285.0,279.15,,,,,0
109,334,726,285.0,279.9,,,,,0
110,335,726,285.0,279.9,0.2081042379140854,79.23262786865234,0.050987809896469116,39.82390594482422,1
110,336,726,285.0,279.9,,,,,0
110,337,726,285.0,279.9,,,,,0
111,338,665,180.0,278.85,-0.04062850400805473,81.13291931152344,0.05867963284254074,40.52524185180664,1
111,339,726,285.0,278.85,,,,,0
111,340,726,285.0,278.85,,,,,0
112,341,726,285.0,278.85,-0.025354526937007904,50.270450592041016,0.06925272196531296,25.10917854309082,1
112,342,726,285.0,279.6,,,,,0
112,343,726,285.0,279.6,,,,,0
113,344,726,285.0,279.6,-0.11738581210374832,36.63074493408203,0.06862972676753998,18.19729995727539,1
113,345,726,285.0,279.6,,,,,0
113,346,726,285.0,279.6,,,,,0
114,347,726,285.0,279.85,-0.10997577756643295,61.05198287963867,0.04493432119488716,30.415565490722656,1
114,348,665,180.0,278.8,,,,,0
114,349,726,285.0,278.8,,,,,0
115,350,726,285.0,278.8,0.3020383417606354,116.80557250976562,0.05461923032999039,58.704280853271484,1
115,351,726,285.0,278.8,,,,,0
116,352,726,285.0,278.8,0.18482041358947754,38.23953628540039,0.10494615137577057,19.303539276123047,1
116,353,665,180.0,277.75,,,,,0
116,354,726,285.0,277.75,,,,,0
117,355,726,285.0,277.75,-0.0939662903547287,49.574928283691406,0.1588437259197235,24.691909790039062,1
117,356,726,285.0,278.2,,,,,0
117,357,726,285.0,278.2,,,,,0
118,358,726,285.0,278.2,-0.11125757545232773,82.63481140136719,0.13521932065486908,41.204795837402344,1
118,359,726,285.0,278.2,,,,,0
118,360,726,285.0,278.2,,,,,0
119,361,726,285.0,278.2,0.0671575739979744,35.55504608154297,0.1906449943780899,17.8427734375,1
119,362,726,285.0,278.2,,,,,0
119,363,726,285.0,278.2,,,,,0
120,364,726,285.0,278.65,0.01724899932742119,66.83910369873047,0.14008957147598267,33.435401916503906,1
120,365,726,285.0,278.65,,,,,0
120,366,726,285.0,278.65,,,,,0
121,367,726,285.0,279.7,0.037901632487773895,40.60404968261719,0.15407299995422363,20.3383846282959,1
121,368,726,285.0,279.7,,,,,0
122,369,726,285.0,279.7,-0.0782364159822464,26.10055160522461,0.22042852640151978,12.96983528137207,1
122,370,726,285.0,279.7,,,,,0
122,371,726,285.0,279.7,,,,,0
123,372,726,285.0,279.7,0.07655906677246094,75.6641845703125,0.10028909146785736,37.907649993896484,1
123,373,726,285.0,279.7,,,,,0
123,374,726,285.0,279.7,,,,,0
124,375,726,285.0,279.7,-0.028762754052877426,65.951171875,0.12423428148031235,32.945579528808594,1
124,376,726,285.0,279.75,,,,,0
124,377,726,285.0,280.2,,,,,0
125,378,726,285.0,280.2,-0.016701892018318176,52.93117904663086,0.15466555953025818,26.44734001159668,1
125,379,726,285.0,280.2,,,,,0
125,380,726,285.0,280.2,,,,,0
126,381,726,285.0,280.2,0.23112371563911438,83.18807983398438,0.08782511949539185,41.82428741455078,1
126,382,726,285.0,280.2,,,,,0
126,383,726,285.0,280.2,,,,,0
127,384,726,285.0,281.25,0.12083165347576141,69.56925964355469,0.08738133311271667,34.90458679199219,1
127,385,726,285.0,282.3,,,,,0
128,386,726,285.0,282.3,0.052376214414834976,31.663793563842773,0.11797288805246353,15.883092880249023,1
128,387,726,285.0,282.3,,,,,0
128,388,726,285.0,282.3,,,,,0
129,389,726,285.0,280.25,-0.11225420236587524,45.70337677001953,0.18668054044246674,22.737565994262695,1
129,390,726,285.0,279.0,,,,,0
129,391,726,285.0,279.0,,,,,0
130,392,726,285.0,279.75,-0.02668386697769165,46.714378356933594,0.1236124262213707,23.329269409179688,1
130,393,738,240.0,279.75,,,,,0
130,394,726,285.0,279.75,,,,,0
131,395,726,285.0,279.75,0.1679457426071167,54.012794494628906,0.11075037717819214,27.173234939575195,1
131,396,726,285.0,279.75,,,,,0
131,397,726,285.0,279.75,,,,,0
132,398,726,285.0,279.75,0.0552196130156517,44.177452087402344,0.15369459986686707,22.14240837097168,1
132,399,726,285.0,280.5,,,,,0
133,400,726,285.0,277.8,-0.06739680469036102,42.185028076171875,0.17132842540740967,21.023405075073242,1
133,401,726,285.0,277.8,,,,,0
133,402,726,285.0,278.25,,,,,0
134,403,665,180.0,277.65,-0.16557720303535461,56.29816436767578,0.16234230995178223,27.981882095336914,1
134,404,726,285.0,277.65,,,,,0
134,405,726,285.0,277.65,,,,,0
135,406,726,285.0,277.65,-0.1200639009475708,39.64878845214844,0.1724129021167755,19.702606201171875,1
135,407,726,285.0,277.65,,,,,0
135,408,726,285.0,277.65,,,,,0
136,409,726,285.0,277.65,0.1809467077255249,34.03644561767578,0.10081344842910767,17.19816017150879,1
136,410,726,285.0,277.65,,,,,0
136,411,665,180.0,276.6,,,,,0
137,412,726,285.0,276.6,-0.1783434897661209,44.791656494140625,0.20313581824302673,22.2154541015625,1
137,413,726,285.0,276.6,,,,,0
137,414,726,285.0,276.6,,,,,0
138,415,726,285.0,277.65,-0.0656052976846695,40.44204330444336,0.1730998158454895,20.153684616088867,1
138,416,726,285.0,277.65,,,,,0
138,417,665,180.0,276.6,,,,,0
139,418,726,285.0,277.35,0.014522803947329521,51.04897689819336,0.1639745980501175,25.537370681762695,1
139,419,726,285.0,277.35,,,,,0
140,420,726,285.0,277.35,-0.08855456858873367,43.462135314941406,0.14471450448036194,21.64106559753418,1
140,421,726,285.0,277.35,,,,,0
140,422,726,285.0,277.35,,,,,0
141,423,726,285.0,277.35,0.17958149313926697,55.63151550292969,0.12353441119194031,27.994102478027344,1
141,424,726,285.0,277.35,,,,,0
141,425,726,285.0,277.8,,,,,0
142,426,726,285.0,277.8,-0.14669670164585114,26.809505462646484,0.25892704725265503,13.25546646118164,1
142,427,726,285.0,277.8,,,,,0
142,428,726,285.0,277.8,,,,,0
143,429,726,285.0,277.8,-0.18150290846824646,67.64085388183594,0.22767186164855957,33.63664627075195,1
143,430,726,285.0,277.8,,,,,0
143,431,726,285.0,278.25,,,,,0
144,432,726,285.0,278.25,0.24331873655319214,82.92652893066406,0.16315129399299622,41.704952239990234,1
144,433,726,285.0,278.25,,,,,0
144,434,726,285.0,278.25,,,,,0
145,435,726,285.0,278.25,-0.021927274763584137,33.56420135498047,0.20802779495716095,16.758092880249023,1
145,436,726,285.0,278.25,,,,,0
146,437,726,285.0,278.25,0.05257263407111168,30.36895751953125,0.14941805601119995,15.235556602478027,1
146,438,726,285.0,279.3,,,,,0
146,439,726,285.0,279.3,,,,,0
147,440,726,285.0,279.3,0.03208845108747482,34.70684814453125,0.22203728556632996,17.38329315185547,1
147,441,665,180.0,278.25,,,,,0
147,442,726,285.0,278.25,,,,,0
148,443,726,285.0,278.25,-0.023480646312236786,30.562877655029297,0.1975439190864563,15.255983352661133,1
148,444,726,285.0,278.25,,,,,0
148,445,726,285.0,278.25,,,,,0
149,446,726,285.0,278.25,0.15353207290172577,70.1260986328125,0.18576908111572266,35.214725494384766,1
149,447,726,285.0,278.25,,,,,0
149,448,726,285.0,279.3,,,,,0
