env_step,episode,ep_len,episodic_return,avg_return_100
72873,129,538,280.0,275.2
73411,130,538,270.0,275.2
73949,131,538,270.0,275.2
74487,132,538,270.0,275.2
75026,133,539,280.0,275.3
75564,134,538,290.0,275.5
76102,135,538,270.0,275.5
76640,136,538,270.0,275.5
77179,137,539,280.0,275.6
77719,138,540,270.0,275.6
78257,139,538,270.0,275.6
78795,140,538,270.0,275.6
79333,141,538,270.0,275.6
79872,142,539,280.0,275.7
80411,143,539,270.0,275.7
80949,144,538,300.0,276.0
81490,145,541,280.0,276.1
82028,146,538,270.0,276.1
82566,147,538,270.0,276.1
83105,148,539,280.0,276.2
83643,149,538,270.0,276.2
84182,150,539,280.0,276.3
84720,151,538,270.0,276.3
85258,152,538,270.0,276.3
85796,153,538,270.0,276.3
86336,154,540,270.0,276.3
86874,155,538,270.0,276.3
87412,156,538,270.0,276.3
87950,157,538,270.0,276.3
88489,158,539,270.0,276.3
89285,159,796,295.0,276.55
89823,160,538,270.0,276.55
90362,161,539,270.0,276.55
90901,162,539,280.0,276.65
91439,163,538,270.0,276.65
91977,164,538,270.0,276.65
92516,165,539,270.0,276.65
93054,166,538,290.0,276.85
93592,167,538,270.0,276.85
94133,168,541,270.0,276.85
94672,169,539,270.0,276.85
95211,170,539,280.0,276.95
95744,171,533,295.0,277.2
96282,172,538,270.0,277.2
96820,173,538,270.0,277.1
97615,174,795,495.0,279.35
98153,175,538,270.0,279.35
98691,176,538,270.0,279.35
99229,177,538,270.0,279.35
99767,178,538,270.0,279.25
100305,179,538,270.0,279.2
100843,180,538,270.0,279.2
101971,181,1128,405.0,280.55
102509,182,538,290.0,280.7
103049,183,540,280.0,278.85
103588,184,539,280.0,278.9
104126,185,538,270.0,278.85
104667,186,541,280.0,278.85
105206,187,539,270.0,278.85
105799,188,593,295.0,279.1
106592,189,793,325.0,279.55
107131,190,539,280.0,279.55
108025,191,894,650.0,283.35
108563,192,538,270.0,282.95
109101,193,538,270.0,282.95
109641,194,540,270.0,282.6
110179,195,538,270.0,282.35
110726,196,547,305.0,282.6
111264,197,538,270.0,282.6
111804,198,540,270.0,282.6
112343,199,539,270.0,282.6
112881,200,538,270.0,282.4
113692,201,811,375.0,283.45
114234,202,542,270.0,283.45
114773,203,539,280.0,283.45
115311,204,538,270.0,283.45
115907,205,596,320.0,283.85
116488,206,581,280.0,283.95
117029,207,541,270.0,283.95
117892,208,863,580.0,287.05
118484,209,592,270.0,286.95
119026,210,542,270.0,286.95
119565,211,539,280.0,287.05
120103,212,538,270.0,287.0
120642,213,539,270.0,287.0
121428,214,786,545.0,289.5
121964,215,536,305.0,289.85
122511,216,547,280.0,289.95
123051,217,540,270.0,289.95
123589,218,538,280.0,289.95
124143,219,554,295.0,289.95
124676,220,533,305.0,290.2
125216,221,540,275.0,290.15
125755,222,539,280.0,290.25
126294,223,539,275.0,290.3
126833,224,539,290.0,290.5
127372,225,539,280.0,290.6
128153,226,781,355.0,291.45
128692,227,539,265.0,291.4
129586,228,894,425.0,292.95
130127,229,541,270.0,292.85
130667,230,540,270.0,292.85
131205,231,538,310.0,293.25
131744,232,539,280.0,293.35
132286,233,542,270.0,293.25
132824,234,538,270.0,293.05
133363,235,539,280.0,293.15
134254,236,891,635.0,296.8
134861,237,607,270.0,296.7
135644,238,783,500.0,299.0
136184,239,540,280.0,299.1
136717,240,533,270.0,299.1
137266,241,549,275.0,299.15
137838,242,572,325.0,299.6
138401,243,563,325.0,300.15
139017,244,616,295.0,300.1
139616,245,599,305.0,300.35
140509,246,893,600.0,303.65
141064,247,555,295.0,303.9
141852,248,788,525.0,306.35
142666,249,814,375.0,307.4
143466,250,800,340.0,308.0
143894,251,428,195.0,307.25
144507,252,613,345.0,308.0
145041,253,534,245.0,307.75
145430,254,389,170.0,306.75
146112,255,682,505.0,309.1
146620,256,508,245.0,308.85
147323,257,703,370.0,309.85
147740,258,417,210.0,309.25
148623,259,883,530.0,311.6
149032,260,409,135.0,310.25
149682,261,650,515.0,312.7
150101,262,419,205.0,311.95
150571,263,470,125.0,310.5
151163,264,592,215.0,309.95
151621,265,458,125.0,308.5
152451,266,830,195.0,307.55
153500,267,1049,570.0,310.55
153871,268,371,175.0,309.6
154224,269,353,95.0,307.85
154624,270,400,155.0,306.6
155597,271,973,275.0,306.4
156083,272,486,150.0,305.2
156586,273,503,220.0,304.7
156970,274,384,195.0,301.7
157307,275,337,105.0,300.05
158516,276,1209,380.0,301.15
159028,277,512,235.0,300.8
160153,278,1125,355.0,301.65
160655,279,502,265.0,301.6
161475,280,820,220.0,301.1
162021,281,546,280.0,299.85
163119,282,1098,445.0,301.4
163623,283,504,125.0,299.85
164386,284,763,525.0,302.3
164811,285,425,70.0,300.3
165293,286,482,120.0,298.7
165902,287,609,180.0,297.8
166538,288,636,210.0,296.95
167189,289,651,210.0,295.8
167817,290,628,155.0,294.55
168423,291,606,180.0,289.85
168902,292,479,135.0,288.5
169387,293,485,135.0,287.15
170064,294,677,405.0,288.5
170714,295,650,255.0,288.35
171184,296,470,135.0,286.65
171784,297,600,225.0,286.2
172611,298,827,215.0,285.65
173711,299,1100,465.0,287.6
174449,300,738,160.0,286.5
174725,301,276,65.0,283.4
175019,302,294,90.0,281.6
175783,303,764,360.0,282.4
176674,304,891,215.0,281.85
177001,305,327,75.0,279.4
177424,306,423,180.0,278.4
178346,307,922,290.0,278.6
179561,308,1215,355.0,276.35
180441,309,880,240.0,276.05
180908,310,467,260.0,275.95
181327,311,419,245.0,275.6
181865,312,538,270.0,275.6
182403,313,538,270.0,275.6
182942,314,539,275.0,272.9
183481,315,539,280.0,272.65
184014,316,533,280.0,272.65
184552,317,538,300.0,272.95
185094,318,542,270.0,272.85
185639,319,545,305.0,272.95
186174,320,535,250.0,272.4
186960,321,786,550.0,275.15
187483,322,523,300.0,275.35
188017,323,534,285.0,275.45
188563,324,546,295.0,275.5
189340,325,777,295.0,275.65
190127,326,787,550.0,277.6
190627,327,500,250.0,277.45
191409,328,782,525.0,278.45
192190,329,781,350.0,279.25
192732,330,542,280.0,279.35
193281,331,549,270.0,278.95
193815,332,534,295.0,279.1
194608,333,793,340.0,279.8
195151,334,543,325.0,280.35
195936,335,785,550.0,283.05
196478,336,542,310.0,279.8
196998,337,520,260.0,279.7
197788,338,790,555.0,280.25
198562,339,774,325.0,280.7
199022,340,460,235.0,280.35
199592,341,570,315.0,280.75
200651,342,1059,415.0,281.65
201218,343,567,275.0,281.15
201734,344,516,250.0,280.7
202525,345,791,380.0,281.45
203097,346,572,285.0,278.3
203915,347,818,310.0,278.45
205132,348,1217,675.0,279.95
205903,349,771,345.0,279.65
206459,350,556,305.0,279.3
207047,351,588,365.0,281.0
207540,352,493,225.0,279.8
208044,353,504,280.0,280.15
208579,354,535,260.0,281.05
209124,355,545,305.0,279.05
210177,356,1053,450.0,281.1
210960,357,783,325.0,280.65
211476,358,516,250.0,281.05
212274,359,798,290.0,278.65
213386,360,1112,600.0,283.3
213890,361,504,290.0,281.05
214666,362,776,345.0,282.45
215179,363,513,300.0,284.2
216050,364,871,390.0,285.95
216578,365,528,305.0,287.75
217081,366,503,280.0,288.6
217627,367,546,270.0,285.6
218171,368,544,310.0,286.95
218715,369,544,315.0,289.15
219605,370,890,605.0,293.65
220394,371,789,550.0,296.4
220927,372,533,275.0,297.65
221715,373,788,345.0,298.9
222489,374,774,345.0,300.4
223286,375,797,575.0,305.1
223737,376,451,225.0,303.55
224613,377,876,350.0,304.7
225507,378,894,360.0,304.75
226340,379,833,185.0,303.95
226893,380,553,260.0,304.35
227607,381,714,250.0,304.05
228239,382,632,330.0,302.9
229056,383,817,385.0,305.5
229591,384,535,195.0,302.2
230053,385,462,140.0,302.9
231111,386,1058,430.0,306.0
231551,387,440,80.0,305.0
232141,388,590,180.0,304.7
232754,389,613,135.0,303.95
233374,390,620,180.0,304.2
233988,391,614,155.0,303.95
234610,392,622,210.0,304.7
235273,393,663,180.0,305.15
235914,394,641,180.0,302.9
236543,395,629,180.0,302.15
237272,396,729,440.0,305.2
237915,397,643,210.0,305.05
238539,398,624,180.0,304.7
239163,399,624,210.0,302.15
239783,400,620,180.0,302.35
240409,401,626,180.0,303.5
241061,402,652,210.0,304.7
241775,403,714,255.0,303.65
242412,404,637,235.0,303.85
242894,405,482,110.0,304.2
243891,406,997,215.0,304.55
244494,407,603,110.0,302.75
244923,408,429,30.0,299.5
245313,409,390,60.0,297.7
245830,410,517,160.0,296.7
246939,411,1109,405.0,298.3
247552,412,613,100.0,296.6
248231,413,679,95.0,294.85
248802,414,571,405.0,296.15
249072,415,270,60.0,293.95
249449,416,377,30.0,291.45
250073,417,624,230.0,290.75
250443,418,370,15.0,288.2
251121,419,678,195.0,287.1
251414,420,293,90.0,285.5
251894,421,480,150.0,281.5
253107,422,1213,705.0,285.55
254209,423,1102,310.0,285.8
254983,424,774,235.0,285.2
255706,425,723,250.0,284.75
256225,426,519,235.0,281.6
257079,427,854,250.0,281.6
258168,428,1089,300.0,279.35
259038,429,870,665.0,282.5
259589,430,551,235.0,282.05
260802,431,1213,475.0,284.1
261636,432,834,185.0,283.0
263254,433,1618,605.0,285.65
264337,434,1083,570.0,288.1
265201,435,864,565.0,288.25
265939,436,738,250.0,287.65
266682,437,743,235.0,287.4
267713,438,1031,445.0,286.3
268431,439,718,235.0,285.4
268994,440,563,220.0,285.25
269644,441,650,420.0,286.3
270525,442,881,285.0,285.0
270984,443,459,155.0,283.8
271648,444,664,180.0,283.1
272544,445,896,220.0,281.5
273030,446,486,140.0,280.05
273398,447,368,50.0,277.45
273868,448,470,105.0,271.75
274466,449,598,225.0,270.55
275093,450,627,280.0,270.3
275588,451,495,135.0,268.0
276134,452,546,140.0,267.15
276757,453,623,160.0,265.95
277478,454,721,260.0,265.95
278121,455,643,210.0,265.0
278754,456,633,210.0,262.6
279480,457,726,285.0,262.2
280206,458,726,285.0,262.55
280932,459,726,260.0,262.25
281688,460,756,270.0,258.95
282414,461,726,260.0,258.65
283140,462,726,285.0,258.05
283866,463,726,285.0,257.9
284592,464,726,260.0,256.6
285318,465,726,285.0,256.4
285950,466,632,210.0,255.7
286583,467,633,210.0,255.1
287309,468,726,240.0,254.4
287931,469,622,210.0,253.35
288564,470,633,210.0,249.4
289185,471,621,180.0,245.7
289802,472,617,180.0,244.75
290434,473,632,210.0,243.4
291160,474,726,285.0,242.8
291775,475,615,155.0,238.6
292408,476,633,210.0,238.45
293172,477,764,275.0,237.7
293906,478,734,285.0,236.95
294527,479,621,180.0,236.9
295253,480,726,240.0,236.7
295979,481,726,240.0,236.6
296705,482,726,240.0,235.7
297328,483,623,210.0,233.95
297956,484,628,180.0,233.8
298593,485,637,210.0,234.5
299249,486,656,410.0,234.3
299959,487,710,255.0,236.05
300582,488,623,210.0,236.35
301308,489,726,285.0,237.85
302034,490,726,285.0,238.9
302760,491,726,285.0,240.2
303486,492,726,285.0,240.95
304212,493,726,285.0,242.0
304938,494,726,285.0,243.05
305664,495,726,285.0,244.1
306390,496,726,285.0,242.55
307116,497,726,285.0,243.3
307842,498,726,285.0,244.35
308568,499,726,285.0,245.1
309294,500,726,285.0,246.15
310020,501,726,285.0,247.2
310746,502,726,285.0,247.95
311472,503,726,260.0,248.0
312198,504,726,285.0,248.5
312924,505,726,285.0,250.25
313664,506,740,260.0,250.7
314390,507,726,285.0,252.45
315116,508,726,285.0,255.0
315842,509,726,285.0,257.25
316568,510,726,285.0,258.5
317294,511,726,285.0,257.3
318020,512,726,285.0,259.15
318746,513,726,285.0,261.05
319472,514,726,285.0,259.85
320198,515,726,285.0,262.1
320924,516,726,285.0,264.65
321650,517,726,285.0,265.2
322376,518,726,285.0,267.9
323102,519,726,285.0,268.8
323767,520,665,180.0,269.7
324493,521,726,285.0,271.05
325219,522,726,285.0,266.85
325945,523,726,285.0,266.6
326671,524,726,285.0,267.1
327397,525,726,285.0,267.45
328123,526,726,285.0,267.95
328849,527,726,285.0,268.3
329514,528,665,180.0,267.1
330240,529,726,285.0,263.3
330966,530,726,285.0,263.8
331692,531,726,285.0,261.9
332418,532,726,260.0,262.65
333144,533,726,285.0,259.45
333809,534,665,180.0,255.55
334474,535,665,180.0,251.7
335200,536,726,285.0,252.05
335864,537,664,180.0,251.5
336529,538,665,180.0,248.85
337194,539,665,180.0,248.3
337920,540,726,285.0,248.95
338545,541,625,210.0,246.85
339207,542,662,180.0,245.8
340260,543,1053,510.0,249.35
340849,544,589,150.0,249.05
341784,545,935,310.0,249.95
342273,546,489,105.0,249.6
342870,547,597,120.0,250.3
343672,548,802,325.0,252.5
344457,549,785,285.0,253.1
345112,550,655,145.0,251.75
345604,551,492,110.0,251.5
346237,552,633,180.0,251.9
346860,553,623,335.0,253.65
347489,554,629,180.0,252.85
348089,555,600,150.0,252.25
348559,556,470,75.0,250.9
349160,557,601,110.0,249.15
350594,558,1434,460.0,250.9
351225,559,631,135.0,249.65
351869,560,644,210.0,249.05
352512,561,643,380.0,250.25
353165,562,653,210.0,249.5
353776,563,611,135.0,248.0
354437,564,661,165.0,247.05
355022,565,585,115.0,245.35
355511,566,489,105.0,244.3
356106,567,595,125.0,243.45
356657,568,551,105.0,242.1
357354,569,697,155.0,241.55
358009,570,655,185.0,241.3
359038,571,1029,370.0,243.2
359639,572,601,155.0,242.95
360211,573,572,110.0,241.95
360858,574,647,260.0,241.7
361381,575,523,105.0,241.2
361997,576,616,335.0,242.45
362627,577,630,150.0,241.2
363461,578,834,260.0,240.95
364083,579,622,145.0,240.6
364700,580,617,135.0,239.55
365340,581,640,155.0,238.7
365849,582,509,70.0,237.0
366703,583,854,450.0,239.4
367209,584,506,155.0,239.15
367484,585,275,60.0,237.65
368050,586,566,145.0,235.0
369427,587,1377,345.0,235.9
370731,588,1304,705.0,240.85
371831,589,1100,615.0,244.15
372478,590,647,270.0,244.0
373284,591,806,210.0,243.25
373799,592,515,165.0,242.05
374411,593,612,260.0,241.8
374929,594,518,245.0,241.4
375447,595,518,190.0,240.45
375847,596,400,170.0,239.3
376346,597,499,225.0,238.7
376746,598,400,170.0,237.55
377508,599,762,400.0,238.7
377885,600,377,120.0,237.05
378849,601,964,430.0,238.5
379630,602,781,400.0,239.65
380301,603,671,255.0,239.6
380842,604,541,165.0,238.4
381844,605,1002,240.0,237.95
382840,606,996,200.0,237.35
383230,607,390,140.0,235.9
384038,608,808,200.0,235.05
385126,609,1088,450.0,236.7
386421,610,1295,695.0,240.8
387412,611,991,175.0,239.7
388502,612,1090,655.0,243.4
389063,613,561,230.0,242.85
390258,614,1195,360.0,243.6
391116,615,858,365.0,244.4
391616,616,500,250.0,244.05
392158,617,542,225.0,243.45
393076,618,918,225.0,242.85
393742,619,666,240.0,242.4
394531,620,789,335.0,243.95
395098,621,567,220.0,243.3
395669,622,571,235.0,242.8
396554,623,885,325.0,243.2
397328,624,774,380.0,244.15
398334,625,1006,535.0,246.65
398835,626,501,225.0,246.05
399287,627,452,225.0,245.45
400397,628,1110,485.0,248.5
400898,629,501,225.0,247.9
401454,630,556,260.0,247.65
402119,631,665,380.0,248.6
402842,632,723,295.0,248.95
403860,633,1018,310.0,249.2
404428,634,568,250.0,249.9
404954,635,526,260.0,250.7
406478,636,1524,760.0,255.45
407012,637,534,235.0,256.0
407544,638,532,235.0,256.55
408077,639,533,230.0,257.05
408602,640,525,235.0,256.55
409142,641,540,225.0,256.7
410026,642,884,375.0,258.65
410525,643,499,225.0,255.8
411059,644,534,240.0,256.7
411913,645,854,300.0,256.6
412450,646,537,245.0,258.0
412995,647,545,260.0,259.4
413561,648,566,280.0,258.95
414135,649,574,290.0,259.0
415028,650,893,420.0,261.75
415724,651,696,325.0,263.9
416928,652,1204,545.0,267.55
417688,653,760,305.0,267.25
418800,654,1112,570.0,271.15
419409,655,609,235.0,272.0
420638,656,1229,610.0,277.35
421287,657,649,445.0,280.7
421926,658,639,275.0,278.85
422719,659,793,515.0,282.65
423288,660,569,250.0,283.05
423810,661,522,250.0,281.75
424523,662,713,265.0,282.3
425232,663,709,260.0,283.55
426450,664,1218,600.0,287.9
427195,665,745,335.0,290.1
428541,666,1346,410.0,293.15
429083,667,542,260.0,294.5
429581,668,498,235.0,295.8
430129,669,548,270.0,296.95
430700,670,571,270.0,297.8
431439,671,739,275.0,296.85
432273,672,834,250.0,297.8
432999,673,726,400.0,300.7
433881,674,882,295.0,301.05
434689,675,808,195.0,301.95
435401,676,712,205.0,300.65
435877,677,476,180.0,300.95
436547,678,670,190.0,300.25
437076,679,529,190.0,300.7
437598,680,522,155.0,300.9
438012,681,414,140.0,300.75
438539,682,527,145.0,301.5
439521,683,982,480.0,301.8
440113,684,592,210.0,302.35
440690,685,577,255.0,304.3
440992,686,302,115.0,304.0
441460,687,468,150.0,302.05
442200,688,740,185.0,296.85
442816,689,616,125.0,291.95
443502,690,686,170.0,290.95
444024,691,522,250.0,291.35
444572,692,548,235.0,292.05
445051,693,479,145.0,290.9
445573,694,522,160.0,290.05
446290,695,717,235.0,290.5
446970,696,680,375.0,292.55
447763,697,793,565.0,295.95
448262,698,499,225.0,296.5
448862,699,600,335.0,295.85
449956,700,1094,400.0,298.65
450536,701,580,330.0,297.65
451069,702,533,250.0,296.15
451602,703,533,275.0,296.35
452140,704,538,270.0,297.4
452673,705,533,280.0,297.8
453212,706,539,270.0,298.5
453751,707,539,275.0,299.85
454291,708,540,275.0,300.6
455065,709,774,290.0,299.0
455600,710,535,285.0,294.9
456346,711,746,340.0,296.55
456885,712,539,250.0,292.5
457387,713,502,270.0,292.9
457920,714,533,250.0,291.8
458467,715,547,330.0,291.45
459011,716,544,270.0,291.65
459810,717,799,560.0,295.0
460356,718,546,285.0,295.6
460889,719,533,270.0,295.9
461428,720,539,270.0,295.25
462236,721,808,405.0,297.1
462775,722,539,300.0,297.75
463323,723,548,320.0,297.7
463860,724,537,305.0,296.95
464633,725,773,295.0,294.55
465177,726,544,280.0,295.1
465710,727,533,280.0,295.65
466267,728,557,315.0,293.95
467041,729,774,325.0,294.95
468304,730,1263,880.0,301.15
469238,731,934,365.0,301.0
469771,732,533,250.0,300.55
470376,733,605,305.0,300.5
470881,734,505,270.0,300.7
471383,735,502,270.0,300.8
471971,736,588,350.0,296.7
472538,737,567,345.0,297.8
473117,738,579,320.0,298.65
473671,739,554,320.0,299.55
474536,740,865,375.0,300.95
475096,741,560,310.0,301.8
475566,742,470,225.0,300.3
476102,743,536,270.0,300.75
476645,744,543,250.0,300.85
477703,745,1058,415.0,302.0
478205,746,502,270.0,302.25
478738,747,533,250.0,302.15
479271,748,533,280.0,302.15
480141,749,870,375.0,303.0
480642,750,501,235.0,301.15
481246,751,604,395.0,301.85
481772,752,526,295.0,299.35
482275,753,503,280.0,299.1
482861,754,586,350.0,296.9
483873,755,1012,665.0,301.2
484340,756,467,225.0,297.35
484938,757,598,355.0,296.45
485585,758,647,365.0,297.35
486087,759,502,250.0,294.7
486621,760,534,290.0,295.1
487163,761,542,275.0,295.35
487769,762,606,295.0,295.65
488217,763,448,225.0,295.3
488636,764,419,215.0,291.45
489339,765,703,395.0,292.05
490031,766,692,385.0,291.8
490804,767,773,210.0,291.3
491522,768,718,270.0,291.65
492197,769,675,220.0,291.15
492552,770,355,125.0,289.7
493123,771,571,145.0,288.4
493614,772,491,150.0,287.4
494086,773,472,160.0,285.0
494913,774,827,265.0,284.7
495384,775,471,120.0,283.95
495904,776,520,105.0,282.95
496410,777,506,130.0,282.45
497012,778,602,250.0,283.05
497877,779,865,515.0,286.3
498649,780,772,230.0,287.05
499379,781,730,310.0,288.75
499896,782,517,205.0,289.35
500665,783,769,300.0,287.55
501135,784,470,120.0,286.65
502022,785,887,280.0,286.9
502513,786,491,210.0,287.85
503208,787,695,250.0,288.85
503996,788,788,340.0,290.4
504990,789,994,280.0,291.95
505427,790,437,105.0,291.3
505898,791,471,150.0,290.3
506319,792,421,105.0,289.0
506740,793,421,105.0,288.6
507344,794,604,220.0,289.2
507767,795,423,105.0,287.9
508404,796,637,220.0,286.35
508920,797,516,215.0,282.85
509406,798,486,180.0,282.4
510567,799,1161,440.0,283.45
511218,800,651,265.0,282.1
511856,801,638,230.0,281.1
512326,802,470,200.0,280.6
513015,803,689,225.0,280.1
513644,804,629,280.0,280.2
514107,805,463,155.0,278.95
514571,806,464,170.0,277.95
515080,807,509,365.0,278.85
515548,808,468,185.0,277.95
516138,809,590,185.0,276.9
516824,810,686,330.0,277.35
517444,811,620,230.0,276.25
517994,812,550,280.0,276.55
518853,813,859,490.0,278.75
519810,814,957,425.0,280.5
520750,815,940,340.0,280.6
521267,816,517,230.0,280.2
521680,817,413,105.0,275.65
522095,818,415,105.0,273.85
522714,819,619,255.0,273.7
523621,820,907,565.0,276.65
524486,821,865,390.0,276.5
525095,822,609,220.0,275.7
525771,823,676,295.0,275.45
526371,824,600,260.0,275.0
526978,825,607,235.0,274.4
527476,826,498,195.0,273.55
528002,827,526,220.0,272.95
528912,828,910,325.0,273.05
529372,829,460,165.0,271.45
529847,830,475,140.0,264.05
531046,831,1199,515.0,265.55
531583,832,537,255.0,265.6
532169,833,586,275.0,265.3
532747,834,578,275.0,265.35
533547,835,800,255.0,265.2
534009,836,462,100.0,262.7
534885,837,876,405.0,263.3
535822,838,937,340.0,263.5
536426,839,604,175.0,262.05
536898,840,472,110.0,259.4
537608,841,710,220.0,258.5
538536,842,928,610.0,262.35
539036,843,500,145.0,261.1
539506,844,470,85.0,259.45
540191,845,685,245.0,257.75
540706,846,515,185.0,256.9
541232,847,526,125.0,255.65
542130,848,898,280.0,255.65
542603,849,473,200.0,253.9
542889,850,286,40.0,251.95
543377,851,488,210.0,250.1
543859,852,482,95.0,248.1
544378,853,519,170.0,247.0
544892,854,514,195.0,245.45
545172,855,280,35.0,239.15
545564,856,392,30.0,237.2
546230,857,666,290.0,236.55
546739,858,509,185.0,234.75
547473,859,734,270.0,234.95
547774,860,301,45.0,232.5
548771,861,997,560.0,235.35
549252,862,481,200.0,234.4
550035,863,783,315.0,235.3
550537,864,502,175.0,234.9
551261,865,724,205.0,233.0
551745,866,484,175.0,230.9
552569,867,824,280.0,231.6
553038,868,469,170.0,230.6
553985,869,947,365.0,232.05
554561,870,576,210.0,232.9
555059,871,498,180.0,233.25
555635,872,576,195.0,233.7
556676,873,1041,425.0,236.35
557290,874,614,360.0,237.3
557752,875,462,130.0,237.4
558255,876,503,145.0,237.8
558746,877,491,140.0,237.9
559126,878,380,70.0,236.1
559636,879,510,155.0,232.5
560118,880,482,160.0,231.8
560771,881,653,240.0,231.1
561239,882,468,150.0,230.55
561749,883,510,170.0,229.25
562216,884,467,205.0,230.1
562774,885,558,175.0,229.05
563253,886,479,110.0,228.05
563720,887,467,145.0,227.0
564223,888,503,200.0,225.6
564926,889,703,205.0,224.85
565719,890,793,235.0,226.15
566184,891,465,165.0,226.3
566991,892,807,280.0,228.05
567503,893,512,220.0,229.2
568053,894,550,210.0,229.1
568519,895,466,135.0,229.4
569130,896,611,175.0,228.95
569617,897,487,150.0,228.3
570301,898,684,230.0,228.8
570771,899,470,100.0,225.4
571275,900,504,205.0,224.8
571894,901,619,240.0,224.9
572406,902,512,195.0,224.85
573148,903,742,520.0,227.8
573641,904,493,195.0,226.95
574498,905,857,210.0,227.5
